Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
1,7270,4,185,14,45,2,0.061516016,0.681663245,55.7543541,0.66808505,57.61027069,9,57,4,44,0.130434783,0.169811321,0.147540984,0.59261063,0.907692308,0.69203239,0.538751814,0.077729258,0.538751814,0.081636776
85,8794,2,40,32,10,0,0.000283204,0.653679245,62.00775528,0.67566158,55.4028595,22,41,21,31,0.488593669,0.410884303,0.436208396,0.571519029,0.666793554,0.61029348,0.538838928,0.076465756,0.538838928,0.071306021
75,5161,1,195,24,45,3,0.094979878,0.695897837,58.05570374,0.680743226,57.03116074,16,50,12,37,0.367787115,0.283702648,0.276335404,0.589442993,0.786279308,0.621970894,0.534990978,0.070447191,0.534990978,0.09284502
86,3080,1,180,14,40,5,0.000162754,0.634270496,63.48621674,0.729220304,53.58550644,26,36,25,27,0.509683363,0.480651995,0.481041024,0.56712373,0.586502714,0.568218742,0.533577355,0.066186632,0.533577355,0.07161578
112,2347,2,80,16,20,4,0.000766751,0.629689076,64.9995636,0.702720969,54.98410645,25,39,23,28,0.501781513,0.460315494,0.447909967,0.563427712,0.60317818,0.556936327,0.531746837,0.064114783,0.531746837,0.064429238
102,3610,3,165,24,5,0,0.00269877,0.690515542,53.23705444,0.684370272,55.94196167,12,52,9,41,0.241666667,0.226826758,0.196571874,0.606327105,0.836506936,0.643251539,0.531666847,0.061621622,0.531666847,0.085698678
72,7379,3,30,48,25,5,0.000965347,0.676319432,57.52865067,0.683538597,53.45419235,20,41,21,33,0.400896502,0.379602179,0.361680189,0.593986201,0.676182219,0.580109272,0.527892199,0.055773838,0.527892199,0.072629675
50,2424,3,15,14,10,5,0.001121146,0.68811042,54.44009705,0.686536024,54.37563629,19,44,18,34,0.3920685,0.347186221,0.365091983,0.558705784,0.692726612,0.611424271,0.519956417,0.038158865,0.519956417,0.037130957
56,7986,3,30,40,5,0,0.000372812,0.680423232,56.81618576,0.681526665,54.54418869,9,54,8,44,0.323361345,0.165245541,0.212908259,0.547662821,0.869732725,0.668257415,0.517489133,0.035805709,0.517489133,0.041811539
13,41,3,190,12,35,4,0.016235076,0.68994477,53.33502502,0.685635175,55.32455673,7,57,5,46,0.113846154,0.139622642,0.125423729,0.557055075,0.892307692,0.669107489,0.515965167,0.032,0.515965167,0.032874291
138,3913,3,60,14,25,0,0.003915093,0.65876417,58.8139946,0.685480519,54.08036957,9,54,8,44,0.202105263,0.167306968,0.181563218,0.547626128,0.85940539,0.659189483,0.513356179,0.027158676,0.513356179,0.027671531
34,1453,2,170,8,40,0,0.041179758,0.726213486,55.84083557,0.684980651,54.94360428,19,44,17,34,0.210447761,0.339622642,0.256666667,0.452844548,0.684615385,0.529204107,0.512119013,0.024299745,0.512119013,0.025217827
3,7369,3,155,10,10,0,0.003655336,0.692020823,54.76656723,0.688843182,53.98942566,12,50,12,41,0.206834734,0.24,0.192241731,0.441061859,0.773770492,0.559985212,0.506885246,0.01499405,0.506885246,0.018548174
38,1543,3,135,48,40,5,0.075620711,1.005619804,51.07023468,0.687383809,54.3721756,10,53,9,43,0.104081633,0.19245283,0.135099338,0.579912217,0.819230769,0.598657968,0.5058418,0.01177977,0.5058418,0.023418238
91,4609,2,10,48,5,1,0.000121369,0.696149776,48.3410965,0.691243867,52.45669632,33,28,34,20,0.386061381,0.593351991,0.449579827,0.43692812,0.41435372,0.376150757,0.503852855,0.006894837,0.503852855,-0.006130486
12,6652,4,95,48,30,0,0.049335875,0.697195573,52.64852448,0.685366633,53.77976227,3,59,3,50,0.103030303,0.057627119,0.073913043,0.537279164,0.945762712,0.68335485,0.501694915,0.003389831,0.501694915,0.003776275
4,1083,4,15,14,10,2,0.070077495,0.697436068,52.536866,0.688178153,53.80074692,22,40,22,31,0.200952381,0.4,0.267510549,0.337055075,0.6,0.43142633,0.5,0,0.5,0
5,3189,3,35,12,20,3,0.069510758,0.70100775,51.99735641,0.687809241,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
8,4873,3,155,8,10,0,0.016799869,0.712699378,51.68619919,0.689059892,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
9,1238,3,15,24,20,2,0.055029015,0.693079669,52.63970718,0.688143748,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
14,8447,4,80,12,30,4,0.004347984,0.694220601,51.98638916,0.687502124,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
24,5122,4,105,16,35,5,0.032061733,0.69798154,52.21687622,0.687757261,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
32,7560,4,175,14,40,5,0.004295238,0.692410629,53.29606705,0.689784984,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
39,4582,4,165,16,15,0,0.030515237,0.722954657,50.55900497,0.688073761,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
41,5091,2,30,48,15,5,0.019978959,0.695584872,51.89641495,0.688315641,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
45,8444,3,90,48,10,3,0.061728652,0.747120157,52.98348236,0.689759398,53.80074692,22,40,22,31,0.200952381,0.4,0.267510549,0.337055075,0.6,0.43142633,0.5,0,0.5,0
79,2498,3,160,8,10,0,0.001753658,0.691277196,54.10047531,0.688595087,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
104,3832,3,140,12,10,4,0.023166033,0.745194663,51.8875824,0.687933465,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
133,8534,3,130,40,5,5,0.010648545,0.695560343,53.63904419,0.689143269,53.61027069,11,50,11,42,0.1,0.2,0.133333333,0.436102694,0.8,0.563910406,0.5,0,0.5,0
142,1535,3,75,8,20,5,0.00715826,0.694320854,54.31896667,0.688134416,53.61027069,2,60,2,51,0.1,0.037735849,0.054794521,0.535878604,0.961538462,0.6873874,0.499637155,-0.000721371,0.499637155,-0.000923987
54,9019,3,10,16,5,0,0.000103724,0.693082028,51.86463928,0.69788231,48.08604736,23,32,30,30,0.228039265,0.413333333,0.267233376,0.309685917,0.570491803,0.400010958,0.491912568,-0.01789601,0.491912568,-0.025232324
