Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
115,8310,4,40,14,20,4,0.001847788,0.689423617,53.85893707,0.68615907,54.56265182,7,56,6,46,0.107692308,0.132075472,0.118644068,0.547055075,0.884615385,0.660411837,0.508345428,0.016727273,0.508345428,0.017184288
43,5490,1,25,8,10,5,0.010200345,0.698150884,51.84915848,0.685972991,53.47398148,11,51,11,42,0.247297297,0.207684391,0.151173114,0.59287276,0.8092686,0.584482313,0.508476496,0.016435137,0.508476496,0.042826776
44,7802,4,115,10,45,0,0.000142128,0.672397014,57.02508087,0.687138083,53.336763,5,56,6,48,0.284227642,0.10298644,0.13737495,0.541483758,0.911776402,0.674854522,0.507381421,0.015449876,0.507381421,0.01222878
63,1140,3,150,24,15,5,0.005152338,0.7073812,52.78657684,0.688311707,54.3721756,15,48,14,38,0.2125,0.267924528,0.218039216,0.441164664,0.746153846,0.55302633,0.507039187,0.014024941,0.507039187,0.015291698
40,5959,4,25,10,10,0,0.00166263,0.684603596,54.33995819,0.689460536,54.1275116,1,62,0,52,0.142857143,0.018181818,0.032258065,0.539187161,0.993442623,0.698214161,0.505812221,0.012145749,0.505812221,0.024375643
54,6446,3,140,32,40,3,0.003507881,0.660608182,56.74868851,0.674068544,51.6107399,29,30,32,24,0.387176644,0.568645844,0.459751184,0.530267367,0.445259367,0.453866053,0.506952606,0.010286856,0.506952606,0.008222236
85,6311,2,170,48,10,0,0.000564351,0.665466221,58.06866302,0.693838295,51.3687355,17,42,20,36,0.306478046,0.339596385,0.311055607,0.552321477,0.670419988,0.578214653,0.505008187,0.009866335,0.505008187,-0.008327608
57,8996,3,50,14,5,5,0.002070741,0.689980802,53.32203064,0.687241717,52.28951569,5,55,6,48,0.08852459,0.12,0.101886792,0.541008354,0.88852459,0.653022747,0.504262295,0.008144796,0.504262295,0.00852459
6,7498,4,175,12,45,5,0.032600773,0.721777088,50.7302475,0.68819453,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
8,9479,4,20,8,25,5,0.007325209,0.692012795,53.76726761,0.689507318,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
9,2464,3,95,10,20,1,0.004581032,0.691103615,52.84544449,0.688637394,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
22,8691,2,90,24,20,5,0.008000512,0.687679899,53.57621994,0.682934047,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
27,4576,4,130,12,25,4,0.073190954,0.719941319,51.72761917,0.687947886,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
30,6286,3,125,8,20,0,0.010935194,0.698456481,52.04886551,0.688139836,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
37,4906,3,185,16,20,1,0.011469743,0.703637813,52.48105545,0.687718825,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
38,8244,4,65,24,5,4,0.009378321,0.692847678,53.40771713,0.689584846,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
42,9272,4,90,16,5,1,0.009176969,0.695479553,52.30871201,0.689740101,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
47,5796,3,135,14,35,3,0.041801858,0.709605856,51.72834778,0.687753406,53.80074692,22,40,22,31,0.200952381,0.4,0.267510549,0.337055075,0.6,0.43142633,0.5,0,0.5,0
53,3600,3,30,24,15,5,0.016172948,0.692965897,52.81655502,0.688379626,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
56,4981,3,30,24,40,3,0.046345225,0.692575822,52.50677338,0.687921999,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
79,8875,4,65,14,5,1,0.002687764,0.69159135,53.2630661,0.690868825,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
86,6618,4,200,10,25,2,0.005792502,0.698746191,53.10325623,0.687501149,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
91,7391,3,15,8,5,2,0.023627623,0.696895972,52.27411499,0.68989528,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
96,239,3,50,48,10,5,0.020182839,0.693255076,51.94049149,0.688334904,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
105,861,4,10,40,20,5,0.050490459,0.692628718,53.76726761,0.688820287,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
119,3263,4,60,8,40,2,0.0046578,0.692642874,53.47075119,0.688943707,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
121,5556,3,75,24,10,0,0.008722617,0.691921284,53.89331818,0.690232536,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
125,4715,3,200,12,35,4,0.066925881,0.710014113,50.3375145,0.687775041,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
126,9570,4,165,32,5,3,0.017468544,0.711828899,50.50693207,0.690219806,53.61027069,11,50,11,42,0.1,0.2,0.133333333,0.436102694,0.8,0.563910406,0.5,0,0.5,0
135,7335,2,110,10,25,4,0.013249513,0.698474414,53.00958633,0.68856321,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
75,579,4,155,32,10,2,0.013226672,0.697398566,53.0379631,0.687509594,53.61206741,22,40,22,31,0.200952381,0.4,0.267510549,0.336246449,0.596721311,0.429896858,0.498360656,-0.003760969,0.498360656,-0.016763963
